UnfallID;UJAHR;UMONAT;Jahr-Monat;UWOCHENTAG;USTUNDE;UKATEGORIE;UART;UTYP1;ULICHTVERH;STRZUSTAND;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
8,20E+18;2020;8;2020-08;2;4;3;9;1;2;1;0;1;0;0;0;0;511100,016;5280778,834;9,147891371;47,68030315
8,20E+18;2020;8;2020-08;4;8;2;5;3;0;0;1;1;0;0;0;0;512724,1575;5279154,251;9,169483238;47,66565577
8,20E+18;2020;8;2020-08;3;18;3;5;2;0;0;1;1;0;0;0;0;511018,2242;5280815,943;9,146802556;47,68063845
8,20E+18;2020;8;2020-08;3;21;3;5;3;1;0;1;1;0;0;0;0;512945,2471;5279104,807;9,172426628;47,6652065
8,20E+18;2020;8;2020-08;2;8;3;2;6;0;0;1;0;0;0;1;0;513028,078;5279342,774;9,173537002;47,66734599
8,20E+18;2020;8;2020-08;2;14;3;0;1;0;0;1;0;0;0;0;0;513392,1056;5278401,971;9,178357073;47,65887351
8,20E+18;2020;8;2020-08;2;9;3;0;7;0;0;1;0;0;0;0;0;514948,246;5279305,184;9,199112646;47,66696623
8,20E+18;2020;8;2020-08;6;17;2;0;1;0;0;1;0;0;0;0;0;513353,4402;5278179,541;9,177835331;47,65687295
8,20E+18;2020;8;2020-08;6;12;3;6;2;0;0;0;1;1;0;0;0;513409,5794;5279805,658;9,178632874;47,67150307
8,20E+18;2020;8;2020-08;5;11;3;0;1;0;0;1;0;0;0;0;0;514833,4214;5279355,139;9,197584873;47,66741835
8,20E+18;2020;8;2020-08;2;9;3;5;3;0;0;1;1;0;0;0;0;511623,3947;5279977,051;9,154843251;47,67307978
8,20E+18;2020;8;2020-08;7;9;3;6;7;0;0;0;1;1;0;0;0;513598,6639;5280846,976;9,181184143;47,68086854
8,20E+18;2020;8;2020-08;7;20;3;0;1;1;0;1;0;0;0;0;0;514521,9597;5280185,663;9,193463766;47,67489819
8,20E+18;2020;8;2020-08;3;15;3;5;3;0;0;0;1;0;1;0;0;512755,8388;5278136,181;9,169875506;47,65649487
8,20E+18;2020;8;2020-08;6;13;3;3;6;0;0;1;1;0;0;0;0;515619,3545;5280627,998;9,208099156;47,67885258
8,20E+18;2020;8;2020-08;1;10;3;2;6;0;0;0;1;0;0;0;0;511890,1854;5280403,001;9,158408939;47,67690748
8,20E+18;2020;8;2020-08;1;1;3;0;7;2;0;1;0;0;0;0;0;512869,0091;5279810,644;9,171431962;47,67155891
8,20E+18;2020;9;2020-09;3;13;3;0;7;0;1;1;0;0;0;0;0;510919,8369;5281868,001;9,145518011;47,69010617
8,20E+18;2020;9;2020-09;7;17;3;5;3;0;0;0;1;0;1;0;0;512024,911;5280349,758;9,160202369;47,67642593
8,20E+18;2020;9;2020-09;4;19;2;6;4;0;0;0;1;1;0;0;0;511492,5604;5281005,638;9,1531274;47,682337
8,20E+18;2020;9;2020-09;4;13;3;5;2;0;0;1;1;0;0;0;0;513790,7165;5280247,848;9,183724049;47,67547372
8,20E+18;2020;9;2020-09;7;10;3;5;3;0;0;0;1;0;1;0;0;512368,0218;5280175,525;9,164768522;47,67485176
8,20E+18;2020;9;2020-09;6;15;3;7;1;0;0;1;0;0;0;0;0;513347,2356;5278680,03;9,177767987;47,66137633
8,20E+18;2020;9;2020-09;4;18;3;0;7;0;0;0;0;0;0;0;1;511138,0937;5281491,592;9,148416888;47,68671565
8,20E+18;2020;9;2020-09;4;13;2;0;2;0;0;0;1;0;1;0;0;511117,349;5280371,086;9,148111924;47,67663407
8,20E+18;2020;9;2020-09;3;12;3;5;2;0;0;1;1;0;0;0;0;512010,1596;5280345,984;9,16000574;47,67639225
8,20E+18;2020;9;2020-09;3;16;3;0;7;0;0;1;0;0;0;0;0;513909,4904;5280550,277;9,185316017;47,67819233
8,20E+18;2020;9;2020-09;5;18;3;0;1;0;0;1;0;0;0;0;1;512303,5746;5281340,49;9,163942786;47,68533495
8,20E+18;2020;9;2020-09;2;15;3;0;1;0;0;1;0;0;0;0;0;513785,7141;5281069,125;9,183683341;47,68286339
8,20E+18;2020;9;2020-09;4;19;3;5;3;1;0;1;0;0;0;0;0;512869,4629;5281687,487;9,171493339;47,68844608
8,20E+18;2020;9;2020-09;2;12;3;0;1;0;0;1;0;0;0;0;0;513359,186;5278216,053;9,177912967;47,65720137
8,20E+18;2020;9;2020-09;4;17;3;2;6;0;0;0;1;0;0;0;0;511977,6407;5280361,75;9,15957294;47,67653471
8,20E+18;2020;9;2020-09;5;7;3;0;1;0;0;1;0;0;0;0;0;509845,3901;5288122,787;9,13134131;47,74640154
8,20E+18;2020;9;2020-09;4;18;3;3;6;0;0;1;0;0;1;0;0;513033,879;5279345,535;9,173614354;47,66737071
8,20E+18;2020;9;2020-09;2;21;3;8;1;2;0;1;0;0;0;0;0;512998,4492;5279257,719;9,17313981;47,66658129
8,20E+18;2020;9;2020-09;6;13;3;0;7;0;0;1;0;0;0;0;0;511961,9105;5280194,289;9,159358786;47,67502824
8,20E+18;2020;9;2020-09;6;13;3;6;7;0;0;0;1;1;0;0;0;512770,3954;5279146,694;9,170098894;47,66558686
8,20E+18;2020;9;2020-09;2;13;2;5;3;0;0;1;1;0;0;0;0;511205,194;5280263,874;9,149279491;47,6756679
8,20E+18;2020;9;2020-09;5;12;3;6;7;0;0;0;1;1;0;0;0;515154,0021;5281444,578;9,201927583;47,68621094
8,20E+18;2020;9;2020-09;5;9;3;2;6;0;1;1;1;0;0;0;0;513784,9323;5280005,692;9,183639346;47,673295
8,20E+18;2020;9;2020-09;5;13;3;4;6;0;0;1;0;0;0;0;0;512035,9737;5280361,995;9,160350089;47,67653582
8,20E+18;2020;9;2020-09;6;23;3;2;6;2;1;0;1;0;0;0;0;512540,453;5279181,875;9,167037134;47,66590791
8,20E+18;2020;9;2020-09;2;13;3;2;6;0;0;0;1;0;0;0;0;512312,6287;5280201,886;9,164031314;47,67509001
8,20E+18;2020;9;2020-09;4;9;2;0;1;0;0;1;0;0;0;0;0;513361,3857;5278228,301;9,177942636;47,65731152
8,20E+18;2020;10;2020-10;6;15;3;5;2;0;0;1;1;0;0;0;0;513794,393;5280018,703;9,18376579;47,67341188
8,20E+18;2020;10;2020-10;6;23;2;7;7;2;0;1;0;0;0;0;0;513092,7891;5281027,191;9,174449471;47,68250049
8,20E+18;2020;10;2020-10;2;12;3;5;3;0;0;1;1;0;0;0;0;512017,1103;5280345,468;9,160098326;47,67638748
8,20E+18;2020;10;2020-10;5;19;3;1;5;2;0;1;1;0;0;0;0;511494,0694;5280263,897;9,153127976;47,67566304
8,20E+18;2020;10;2020-10;1;9;3;5;2;0;1;1;1;0;0;0;0;512726,9529;5278159,865;9,16949151;47,65670855
8,20E+18;2020;10;2020-10;7;11;3;0;1;0;1;1;0;0;0;0;0;513451,7422;5279296,725;9,17917886;47,66692298
8,20E+18;2020;10;2020-10;7;23;3;0;1;2;0;0;0;0;0;0;1;512454,0892;5278973,513;9,165880846;47,66403481
8,20E+18;2020;10;2020-10;4;19;3;4;6;2;0;1;0;0;0;0;0;513009,6729;5279290,823;9,173290295;47,66687892
8,20E+18;2020;10;2020-10;4;13;3;5;3;0;0;1;1;0;0;0;0;511413,0188;5281141,923;9,152071152;47,68356465
8,20E+18;2020;10;2020-10;7;14;3;5;2;0;0;1;1;0;0;0;0;513049,6199;5279080,512;9,173816109;47,6649858
8,20E+18;2020;10;2020-10;5;10;2;5;2;0;0;1;0;0;0;0;0;513332,6875;5278944,244;9,177582288;47,66375394
8,20E+18;2020;10;2020-10;7;9;3;8;6;0;0;1;1;0;0;0;0;515305,2088;5280830,767;9,203920879;47,68068453
8,20E+18;2020;10;2020-10;3;15;3;0;2;0;0;0;1;0;0;0;1;512954,0589;5278336,978;9,172521235;47,65829765
8,20E+18;2020;10;2020-10;7;10;2;1;1;0;0;0;1;0;0;0;0;513226,9116;5281088,078;9,176238367;47,68304559
8,20E+18;2020;10;2020-10;5;11;2;9;1;0;0;1;0;0;0;0;0;513093,6455;5284231,959;9,174557097;47,71133577
8,20E+18;2020;10;2020-10;4;8;3;3;6;0;0;1;0;0;0;0;0;512335,149;5280649,49;9,164343979;47,67911697
8,20E+18;2020;10;2020-10;6;16;3;0;2;0;0;1;0;0;0;0;1;512689,5838;5279305,01;9,169027104;47,66701293
8,20E+18;2020;10;2020-10;6;9;3;0;1;0;1;0;0;0;1;0;0;511322,894;5282200,328;9,150897767;47,69308939
8,20E+18;2020;11;2020-11;3;16;2;0;1;0;1;1;0;0;0;0;0;513363,6303;5278240,797;9,17797291;47,65742391
8,20E+18;2020;11;2020-11;4;14;3;5;3;0;0;0;1;0;0;0;0;512671,2257;5280039,965;9,168803895;47,67362617
8,20E+18;2020;11;2020-11;5;9;3;0;1;0;1;1;0;0;0;0;0;511013,992;5280808,308;9,146745976;47,68056982
8,20E+18;2020;11;2020-11;5;9;3;0;1;0;1;0;0;0;1;0;0;512290,9381;5280667,45;9,163755455;47,67927941
8,20E+18;2020;11;2020-11;7;8;3;0;7;2;1;1;0;0;0;0;0;514131,503;5279631,365;9,188244135;47,66991946
8,20E+18;2020;11;2020-11;6;17;3;0;1;2;0;1;0;0;0;0;0;515300,9418;5281008,231;9,203870248;47,68228139
8,20E+18;2020;11;2020-11;5;18;2;4;2;2;0;1;1;0;0;0;0;511135,4095;5281519,68;9,148381838;47,68696842
8,20E+18;2020;11;2020-11;4;7;3;3;2;1;0;1;1;0;0;0;0;512717,1422;5279873,17;9,169410727;47,67212451
8,20E+18;2020;12;2020-12;2;6;3;0;1;2;1;1;0;0;0;0;0;513134,73;5280480,14;9,174991832;47,67757746
8,20E+18;2020;12;2020-12;5;18;3;0;7;2;0;1;0;0;0;0;0;512353,1109;5278966,01;9,16453567;47,66396923
8,20E+18;2020;12;2020-12;3;7;3;4;6;0;0;0;1;0;0;1;0;510600,7303;5283002,547;9,141293177;47,70031972
8,20E+18;2020;12;2020-12;4;9;2;8;1;0;2;1;0;0;0;0;0;512157,831;5278868,528;9,161931963;47,66309582
8,20E+18;2020;12;2020-12;2;16;3;0;1;0;1;1;0;0;0;0;0;513039,3068;5278320,343;9,173656059;47,65814626
8,20E+18;2020;12;2020-12;2;18;3;5;3;2;1;1;1;0;0;0;0;511072,7311;5280791,063;9,147528152;47,68041365
8,20E+18;2020;12;2020-12;3;12;3;5;2;0;0;1;1;0;0;0;0;512031,6458;5280353,792;9,160292204;47,6764621
